question,answer,type,entities,timestamp
Difference between sandy loam and black soil,"📊 COMPARISON: SANDY LOAM vs BLACK SOIL

┌─────────────┬────────────────┬────────────────┐
│ Property    │ Sandy Loam     │ Black          │
├─────────────┼────────────────┼────────────────┤
│ Texture     │ medium coarse  │ clayey         │
│ Drainage    │ good to excellent │ poor when wet  │
│ Water Hold  │ moderate       │ good           │
│ Nutrients   │ low to moderate │ high in calcium/magnesium │
└─────────────┴────────────────┴────────────────┘

Sandy Loam crops: maize, cotton, tomato
Black crops: cotton, sugarcane, wheat",comparison_soil,"['black', 'sandy', 'sandy loam']",2026-02-12T17:23:09.520351
How to store sorghum after harvest?,"🌾 HARVESTING SORGHUM

Time: September 15 - November 15
Signs: Color change, hardness, moisture 12-14%
Methods: Manual (small), Mechanical (large)
Post-Harvest: Dry, clean, grade, store properly",practical,['sorghum'],2026-02-12T17:23:09.536878
How to control pests in cauliflower organically?,"🌿 ORGANIC CAULIFLOWER

Soil: FYM 15-20 tons/acre, compost
Seed: Organic sources, biocontrol treatment
Pests: Neem, beneficial insects, traps
Diseases: Bio-fungicides, resistant varieties
Fertilizer: Vermicompost, jeevamrit

Certification: 3-year conversion period",practical,['cauliflower'],2026-02-12T17:23:09.528871
Difference between desert and sandy loam soil,"📊 COMPARISON: DESERT vs SANDY LOAM SOIL

┌─────────────┬────────────────┬────────────────┐
│ Property    │ Desert         │ Sandy Loam     │
├─────────────┼────────────────┼────────────────┤
│ Texture     │ sandy          │ medium coarse  │
│ Drainage    │ excessive      │ good to excellent │
│ Water Hold  │ very poor      │ moderate       │
│ Nutrients   │ very low       │ low to moderate │
└─────────────┴────────────────┴────────────────┘

Desert crops: millet, sorghum, pearl millet
Sandy Loam crops: maize, cotton, tomato",comparison_soil,"['desert', 'sandy', 'sandy loam']",2026-02-12T17:23:09.536878
How to prepare compost for agricultural use?,"🔨 LAND PREPARATION FOR CAULIFLOWER

Best Soil: loamy, clay loam, well-drained

Steps:
1. Clear residues (1 week before)
2. Deep plough 15-20cm
3. Second plough after 7-10 days
4. Harrow for fine tilth
5. Level properly
6. Add basal fertilizer
7. Make irrigation channels",practical,[],2026-02-12T17:23:09.524358
Best practices for spinach cultivation?,"🌾 COMPLETE GUIDE: SPINACH IN PAKISTAN

📅 Season: rabi
🌱 Soil: loamy, sandy loam
🌡️ Temperature: 15-20°C
💧 Water: moderate, 300-400mm
📍 Regions: All Pakistan

🎯 Varieties: Local Green, Punjab Green, All Green
💊 Fertilizer: NPK 60:40:40, urea
🐛 Pests: leaf miner, aphids
🦠 Diseases: downy mildew, powdery mildew
📈 Yield: 40-70 maunds, 2000-3500 kg

⏱️ Duration: 30-45 days
🌾 Harvest: November 15 - March 31, multiple cuttings possible

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['spinach'],2026-02-12T17:23:09.527863
How to control pests in cauliflower organically?,"🌿 ORGANIC CAULIFLOWER

Soil: FYM 15-20 tons/acre, compost
Seed: Organic sources, biocontrol treatment
Pests: Neem, beneficial insects, traps
Diseases: Bio-fungicides, resistant varieties
Fertilizer: Vermicompost, jeevamrit

Certification: 3-year conversion period",practical,['cauliflower'],2026-02-12T17:23:09.556405
Complete guide to growing barley in Pakistan?,"🌾 COMPLETE GUIDE: BARLEY IN PAKISTAN

📅 Season: rabi
🌱 Soil: loamy, clay loam
🌡️ Temperature: 10-25°C
💧 Water: low to moderate, 350-500mm
📍 Regions: Punjab, Sindh

🎯 Varieties: Jau-95, B-600, Ac barley, Haritaki
💊 Fertilizer: NPK 60:30:20, urea
🐛 Pests: aphids, armyworm
🦠 Diseases: rust, loose smut
📈 Yield: 20-35 maunds, 800-1400 kg

⏱️ Duration: 90-110 days
🌾 Harvest: March 15 - April 30

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['barley'],2026-02-12T17:23:09.534870
How to manage desert soil effectively?,"🌍 DESERT SOIL PROFILE

📊 Properties:
• Texture: sandy
• Drainage: excessive
• Nutrients: very low
• Water Holding: very poor
• pH: 7.0-9.0

🌱 Suitable Crops:
• millet, sorghum, pearl millet, cluster bean

⚠️ Challenges:
• aridity, sand movement

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,['desert'],2026-02-12T17:23:09.530874
sandy vs sandy loam: which has better drainage?,"📊 COMPARISON: SANDY vs SANDY LOAM SOIL

┌─────────────┬────────────────┬────────────────┐
│ Property    │ Sandy          │ Sandy Loam     │
├─────────────┼────────────────┼────────────────┤
│ Texture     │ coarse         │ medium coarse  │
│ Drainage    │ excellent      │ good to excellent │
│ Water Hold  │ poor           │ moderate       │
│ Nutrients   │ low to medium  │ low to moderate │
└─────────────┴────────────────┴────────────────┘

Sandy crops: groundnut, watermelon, carrot
Sandy Loam crops: maize, cotton, tomato",comparison_soil,"['sandy', 'sandy loam']",2026-02-12T17:23:09.532869
Compare black and red soils for agriculture,"📊 COMPARISON: BLACK vs RED SOIL

┌─────────────┬────────────────┬────────────────┐
│ Property    │ Black          │ Red            │
├─────────────┼────────────────┼────────────────┤
│ Texture     │ clayey         │ sandy loam to loamy │
│ Drainage    │ poor when wet  │ good           │
│ Water Hold  │ good           │ moderate       │
│ Nutrients   │ high in calcium/magnesium │ low in organic matter │
└─────────────┴────────────────┴────────────────┘

Black crops: cotton, sugarcane, wheat
Red crops: groundnut, rice (upland), millets",comparison_soil,"['red', 'black']",2026-02-12T17:23:09.534870
How do I grow date palm in Pakistan?,"🌾 COMPLETE GUIDE: DATE PALM IN PAKISTAN

📅 Season: summer
🌱 Soil: well-drained sandy, loamy
🌡️ Temperature: 25-40°C
💧 Water: low to moderate, 600-800mm annually
📍 Regions: Balochistan (Makran), Sindh (Thar)

🎯 Varieties: Aseel, Begum Jangi, Khadrawi, Zahidi
💊 Fertilizer: NPK 50:30:50, urea
🐛 Pests: red palm weevil, date palm scale
🦠 Diseases: date palm decline, bayoud disease
📈 Yield: 40-80 maunds, 2000-4000 kg

⏱️ Duration: perennial, 4-6 years to bearing
🌾 Harvest: July 15 - October 31

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['date palm'],2026-02-12T17:23:09.546877
sandy loam vs black: which has better drainage?,"📊 COMPARISON: SANDY LOAM vs BLACK SOIL

┌─────────────┬────────────────┬────────────────┐
│ Property    │ Sandy Loam     │ Black          │
├─────────────┼────────────────┼────────────────┤
│ Texture     │ medium coarse  │ clayey         │
│ Drainage    │ good to excellent │ poor when wet  │
│ Water Hold  │ moderate       │ good           │
│ Nutrients   │ low to moderate │ high in calcium/magnesium │
└─────────────┴────────────────┴────────────────┘

Sandy Loam crops: maize, cotton, tomato
Black crops: cotton, sugarcane, wheat",comparison_soil,"['black', 'sandy', 'sandy loam']",2026-02-12T17:23:09.523362
Crops suitable for mountain soil in Pakistan,"🌍 MOUNTAIN SOIL PROFILE

📊 Properties:
• Texture: variable, often stony
• Drainage: excessive
• Nutrients: variable
• Water Holding: poor
• pH: 5.5-7.5

🌱 Suitable Crops:
• maize, wheat, potato, apple

⚠️ Challenges:
• erosion, steep slopes

🔧 Management:
• Add organic matter
• Proper drainage
• Balanced fertilization",soil_general,['mountain'],2026-02-12T17:23:09.523362
okra vs citrus: yield comparison per acre,"🌾 COMPARISON: OKRA vs CITRUS

┌──────────────┬────────────────────┬────────────────────┐
│ Attribute    │ Okra               │ Citrus             │
├──────────────┼────────────────────┼────────────────────┤
│ Season       │ kharif             │ winter             │
│ Duration     │ 50-60 days         │ perennial          │
│ Soil         │ loamy              │ well-drained loamy │
│ Water        │ moderate           │ moderate           │
│ Yield/Acre   │ 40-70 maunds       │ 80-150 maunds      │
└──────────────┴────────────────────┴────────────────────┘

Okra: Punjab, Sindh
Citrus: Punjab (Sahiwal, Sargodha), Sindh",comparison_crop,"['okra', 'citrus']",2026-02-12T17:23:09.530874
What are the Kharif crops in Pakistan?,"📅 KHARIF CROPS (Apr-Jul sowing, Sep-Dec harvest)

Cereals: Rice, Maize, Sorghum, Millets
Cash: Cotton
Oilseeds: Sunflower, Groundnut
Pulses: Mungbean, Urdbean
Vegetables: Tomato, Chili, Okra, Brinjal
Fruits: Mango, Guava, Melons

Key: Rice and cotton are major Kharif crops",pakistan_specific,[],2026-02-12T17:23:09.535877
How to test soil quality at home?,"🔬 SOIL TESTING GUIDE

When: Before each season
How:
• 10-15 samples from field
• 0-15cm depth
• Mix, air-dry, label

Where:
• Provincial Soil Testing Labs
• District Agriculture Offices
• PARC labs

Tests: pH, EC, N, P, K, micronutrients
Cost: PKR 500-5000",practical,[],2026-02-12T17:23:09.528871
sunflower vs potato: yield comparison per acre,"🌾 COMPARISON: SUNFLOWER vs POTATO

┌──────────────┬────────────────────┬────────────────────┐
│ Attribute    │ Sunflower          │ Potato             │
├──────────────┼────────────────────┼────────────────────┤
│ Season       │ rabi               │ rabi               │
│ Duration     │ 90-110 days        │ 90-120 days        │
│ Soil         │ well-drained loamy │ sandy loam         │
│ Water        │ moderate           │ moderate           │
│ Yield/Acre   │ 25-40 maunds       │ 200-300 maunds     │
└──────────────┴────────────────────┴────────────────────┘

Sunflower: Punjab, Sindh
Potato: Punjab, KPK (Hazara)",comparison_crop,"['sunflower', 'potato']",2026-02-12T17:23:09.527355
spinach vs sugarcane: yield comparison per acre,"🌾 COMPARISON: SPINACH vs SUGARCANE

┌──────────────┬────────────────────┬────────────────────┐
│ Attribute    │ Spinach            │ Sugarcane          │
├──────────────┼────────────────────┼────────────────────┤
│ Season       │ rabi               │ spring             │
│ Duration     │ 30-45 days         │ 10-16 months       │
│ Soil         │ loamy              │ deep fertile loamy │
│ Water        │ moderate           │ high               │
│ Yield/Acre   │ 40-70 maunds       │ 600-800 maunds     │
└──────────────┴────────────────────┴────────────────────┘

Spinach: All Pakistan
Sugarcane: Punjab, Sindh",comparison_crop,"['spinach', 'sugarcane']",2026-02-12T17:23:09.533870
Crop rotation benefits for watermelon farming,"📋 WATERMELON PRACTICAL GUIDE

1. Varieties: Sugar Baby, Crimson Sweet
2. Soil: sandy loam
3. Season: kharif
4. Fertilizer: NPK 80:40:40
5. Water: moderate
6. Yield: 100-180 maunds, 5000-9000 kg

Contact Extension Officer for details",practical,['watermelon'],2026-02-12T17:23:09.525358
What are the Kharif crops in Pakistan?,"📅 KHARIF CROPS (Apr-Jul sowing, Sep-Dec harvest)

Cereals: Rice, Maize, Sorghum, Millets
Cash: Cotton
Oilseeds: Sunflower, Groundnut
Pulses: Mungbean, Urdbean
Vegetables: Tomato, Chili, Okra, Brinjal
Fruits: Mango, Guava, Melons

Key: Rice and cotton are major Kharif crops",pakistan_specific,[],2026-02-12T17:23:09.529870
How to control pests in mungbean organically?,"🌿 ORGANIC MUNGBEAN

Soil: FYM 15-20 tons/acre, compost
Seed: Organic sources, biocontrol treatment
Pests: Neem, beneficial insects, traps
Diseases: Bio-fungicides, resistant varieties
Fertilizer: Vermicompost, jeevamrit

Certification: 3-year conversion period",practical,['mungbean'],2026-02-12T17:23:09.529870
Tell me about groundnut farming practices in Pakistan.,"🌾 COMPLETE GUIDE: GROUNDNUT IN PAKISTAN

📅 Season: kharif
🌱 Soil: well-drained sandy loam, loamy sand
🌡️ Temperature: 25-30°C
💧 Water: moderate, 500-700mm
📍 Regions: Punjab, Sindh

🎯 Varieties: BARD-482, Golden, Jumber-95, M-522
💊 Fertilizer: NPK 40:60:40, DAP
🐛 Pests: termites, white grub
🦠 Diseases: early leaf spot, late leaf spot
📈 Yield: 25-40 maunds (pods), 1000-1600 kg

⏱️ Duration: 120-140 days
🌾 Harvest: October 15 - November 30

Key Tips:
1. Certified seeds
2. Soil preparation
3. Balanced fertilization
4. IPM practices
5. Timely irrigation",crop_general,['groundnut'],2026-02-12T17:23:09.536878
